# Silica Networks Geofeed — RFC 8805
# prefix,CC,region,city,cp

45.238.176.0/23,CL,CL-RM,Santiago,
2803:bca0::/32,CL,CL-RM,Santiago,
160.20.188.0/22,CL,CL-RM,Santiago,
2803:d9c0::/32,CL,CL-RM,Santiago,
45.165.168.0/22,CL,CL-RM,Santiago,
2803:39a0::/32,CL,CL-RM,Santiago,
45.169.100.0/24,US,US-FL,Miami,
45.177.17.0/24,GT,GT-GU,Guatemala,
143.137.228.0/22,BO,BO-L,La Paz,
2803:b860::/32,GT,GT-GU,Guatemala,
45.173.68.0/24,CO,CO-SAN,San Gil,
45.173.69.0/24,CO,CO-SAN,San Gil,
45.173.70.0/24,CO,CO-SAN,Socorro,
190.8.164.32/29,VE,VE-J,Valle la Pascua,
2803:8950::/42,EC,EC-T,Ambato,
190.93.176.0/22,PY,PY-10,Ciudad del Este,
45.177.16.0/24,PY,PY-10,Ciudad del Este,
45.177.18.0/24,PY,PY-10,Ciudad del Este,
45.173.168.0/22,AR,AR-S,Alvarez,
2803:860::/32,AR,AR-S,Alvarez,
45.173.168.0/23,AR,AR-S,Alvarez,
45.173.170.0/23,AR,AR-S,Alvarez,
45.235.98.0/23,AR,AR-C,Capital Federal,
160.20.247.0/24,AR,AR-C,Capital Federal,
45.177.19.0/24,GT,GT-GU,Guatemala,
2803:1f20::/32,AR,AR-C,Capital Federal,
138.219.60.0/24,AR,AR-N,Aristobulo del Valle,
138.219.63.0/24,AR,AR-N,Campo Grande,
2803:f240::/32,AR,AR-N,Aristobulo del Valle,
138.219.62.0/24,AR,AR-N,Aristobulo del Valle,
190.98.128.0/24,PA,PA-8,Ciudad de Panama,
45.175.152.0/22,AR,AR-X,COSTA SACATE,
181.209.0.0/17,AR,AR-B,Benavidez,
186.33.192.0/18,AR,AR-B,Benavidez,
2800:c30::/32,AR,AR-B,Benavidez,
2803:2a0::/32,CO,CO-DC,Zona Franca de Bogota,
45.178.12.0/22,CO,CO-ANT,Medellin,
2803:da60::/32,CO,CO-ANT,Medellin,
45.173.208.0/22,AR,AR-A,Salta,
2803:5060::/32,AR,AR-A,Salta,
45.173.112.0/24,EC,EC-P,Santo Domingo,
45.173.114.0/24,EC,EC-P,Santo Domingo,
45.238.36.0/22,PY,PY-13,Pedro Juan Caballero,
2803:ca0::/32,PY,PY-13,Pedro Juan Caballero,
131.196.176.0/22,CL,CL-ML,RETIRO,
2803:9bc0::/32,CL,CL-ML,RETIRO,
190.61.58.0/24,GT,GT-GU,Guatemala,
45.172.224.0/22,AR,AR-M,Mendoza,
45.7.240.0/22,AR,AR-X,Noetinger,
2803:23c0::/32,AR,AR-X,Noetinger,
168.196.142.0/24,AR,AR-B,Jose Clemente Paz,
168.196.141.0/24,AR,AR-B,Tigre,
168.195.58.192/26,PE,PE-LIM,Lima,
45.173.58.0/24,SV,SV-SM,San Miguel,
45.173.59.0/24,SV,SV-SM,Quelepa,
45.173.56.0/24,SV,SV-SM,San Miguel,
45.173.57.0/24,SV,SV-SM,San Miguel,
45.177.53.0/24,CO,CO-MET,Granada,
45.169.112.0/22,PY,PY-7,Hohenau,
2803:dba0::/32,PY,PY-7,Hohenau,
45.173.201.0/24,PE,PE-JUN,jauja,
45.173.202.0/24,PE,PE-JUN,Jauja,
45.173.203.0/24,PE,PE-JUN,Jauja,
2803:3e80::/32,CO,CO-DC,Bogota,
190.61.60.0/24,PA,PA-8,Panama,
191.102.167.0/24,ES, Comunidad de,Madrid,
2803:8950:40::/42,EC,EC-T,Ambato,
2803:8950:80::/42,EC,EC-T,Ambato,
45.176.70.0/23,CO,CO-SAN,Sabana de Torres,
190.61.40.0/24,CO,CO-DC,Bogota,
45.176.92.0/22,DO,DO-01,Santo Domingo Este,
2803:4c60::/32,DO,DO-01,Santo Domingo Este,
45.176.193.0/24,CO,CO-SAN,Sabana de Torres,
2803:7c60::/32,CO,CO-SAN,Sabana de Torres,
2803:8950:c0::/42,EC,EC-T,Ambato,
2803:8950:100::/42,EC,EC-T,Ambato,
45.178.0.0/22,AR,AR-D,San Luis,
2803:aa60::/32,AR,AR-D,San Luis,
45.178.0.0/23,AR,AR-D,San Luis,
45.178.2.0/23,AR,AR-D,San Luis,
45.178.0.0/24,AR,AR-D,San Luis,
45.178.1.0/24,AR,AR-D,San Luis,
45.178.2.0/24,AR,AR-D,San Luis,
45.178.3.0/24,AR,AR-D,San Luis,
170.80.138.0/24,AR,AR-E,Gualeguay,
2803:bcc0::/32,AR,AR-E,Gualeguay,
170.80.136.0/24,AR,AR-E,General Galarza,
170.80.139.0/24,AR,AR-E,Victoria,
179.61.80.0/20,AR,AR-M,General Alvear,
2803:dc80::/32,AR,AR-M,General Alvear,
198.49.128.0/24,CO,CO-DC,Bogota,
198.49.129.0/24,CO,CO-DC,Bogota,
198.49.130.0/24,CO,CO-MET,Villavicencio,
198.49.131.0/24,CO,CO-DC,Bogota,
45.173.113.0/24,EC,EC-P,Santo Domingo,
45.173.115.0/24,EC,EC-P,Santo Domingo,
2803:f060::/32,EC,EC-P,Santo Domingo,
45.225.0.0/24,AR,AR-Q,Andacollo,
45.162.60.0/22,AR,AR-Q,Chos Malal,
2803:6ea0::/32,AR,AR-Q,Chos Malal,
201.131.118.0/24,AR,AR-B,Gral. Pacheco,
45.173.52.0/24,AR,AR-Y,Humahuaca,
45.180.45.0/24,EC,EC-T,AMBATO,
2803:de60::/32,EC,EC-T,AMBATO,
45.180.46.0/23,EC,EC-T,AMBATO,
2803:a9a0::/32,SV,SV-LI,Antiguo Cuscatl�n,
191.102.165.0/24,ES, Comunidad de,Madrid,
2803:8950:140::/42,EC,EC-T,Ambato,
45.6.9.128/29,AR,AR-B,Martinez,
45.188.188.0/22,AR,AR-S,Fuentes,
2803:2f60::/32,AR,AR-S,Fuentes,
45.188.136.0/22,AR,AR-S,Chabas,
2803:8f60::/32,AR,AR-S,Chabas,
45.176.232.0/24,CO,CO-COR,Monteria,
2803:3660::/32,PY,PY-10,San Alberto,
192.207.244.0/24,EC,EC-M,Manta,
45.6.9.0/29,AR,AR-C,CABA,
200.9.255.0/24,GT,GT-GU,Guatemala,
2800:1a0::/32,GT,GT-GU,Guatemala,
45.179.152.0/22,PY,PY-10,hernandarias,
2803:8e60::/32,PY,PY-10,hernandarias,
45.178.48.0/22,PY,PY-10,San Alberto,
45.176.88.0/22,AR,AR-R,San Carlos de Bariloche,
2803:a260::/32,AR,AR-R,San Carlos de Bariloche,
161.0.0.0/19,US,US-NY,new york,
143.137.164.0/22,US,US-NY,new york,
45.173.200.0/24,PE,PE-JUN,jauja,
45.4.0.0/22,CL,CL-RM,Santiago,
45.4.0.0/24,CL,CL-RM,Santiago,
45.4.1.0/24,CL,CL-RM,Santiago,
45.4.2.0/24,CL,CL-RM,Santiago,
45.4.3.0/24,CL,CL-RM,Santiago,
45.4.0.0/23,CL,CL-RM,Santiago,
45.4.2.0/23,CL,CL-RM,Santiago,
45.176.116.0/22,CL,CL-RM,santiago,
2800:ba0:2::/48,PE,PE-LIM,Santiago de Surco,
191.102.151.0/24,ES, Comunidad de,Madrid,
190.57.64.0/24,SV,SV-SS,San Salvador,
190.57.0.0/19,SV,SV-SS,San Salvador,
190.57.56.0/21,SV,SV-SS,San Salvador,
190.57.64.0/18,SV,SV-SS,San Salvador,
2803:1000::/32,SV,SV-SS,San Salvador,
45.179.164.0/24,VE,VE-V,maracaibo,
45.179.165.0/24,VE,VE-V,maracaibo,
190.7.65.0/24,CL,CL-RM,Santiago Chile,
190.7.75.0/24,CL,CL-RM,Santiago Chile,
45.65.248.0/22,PE,PE-LIM,Lima,
2803:ddc0::/32,PE,PE-LIM,Lima,
45.175.157.0/24,PY,PY-10,CIUDAD DEL ESTE,
45.181.224.1/32,VE,VE-M,Caracas -- La Urbina,
45.181.224.2/32,VE,VE-M,Caracas -- Alto Hatillo,
45.179.166.192/26,VE,VE-V,CIUDAD OJEDA,
45.179.166.128/26,VE,VE-V,CABIMAS,
45.179.166.64/26,VE,VE-V,maracaibo,
45.179.166.0/26,VE,VE-V,maracaibo,
191.102.254.0/24,AR,AR-S,General Lagos,
168.227.144.0/24,AR,AR-S,Rosario,
190.57.65.5/32,SV,SV-SA,Santa Ana,
190.57.65.6/32,SV,SV-LI,Santa Tecla,
45.181.84.0/22,HN,HN-CR,Choloma,
2803:9160::/32,HN,HN-CR,Choloma,
190.110.124.0/24,CL,CL-RM,Santiago,
45.173.53.0/24,AR,AR-Y,San Salvador de Jujuy,
170.231.36.0/22,AR,AR-B,LUJAN,
200.81.152.0/21,AR,AR-B,LUJAN,
200.110.184.0/21,AR,AR-B,LUJAN,
2803:3680::/32,AR,AR-B,LUJAN,
45.174.148.0/22,AR,AR-N,Puerto Iguazu,
2803:7860::/32,AR,AR-N,Puerto Iguazu,
45.162.82.0/23,CO,CO-CUN,Bogota,
45.162.84.0/24,CO,CO-CUN,Bogota,
2803:5ea0::/32,CO,CO-CUN,Bogota,
45.177.80.0/22,AR,AR-H,Resistencia,
45.237.220.0/22,AR,AR-H,Resistencia,
2803:4a0::/32,AR,AR-H,Resistencia,
45.173.196.0/24,VE,VE-D,Maracay,
45.173.197.0/24,VE,VE-D,Turmero - La Morita,
45.173.199.0/24,VE,VE-D,Cagua,
45.173.198.0/24,VE,VE-D,Palo Negro,
45.160.224.0/24,VE,VE-M,la urbina,
45.224.140.0/22,AR,AR-A,Salta,
45.182.116.0/24,CL,CL-RM,Las Condes,
2803:d60::/32,CL,CL-RM,Las Condes,
2803:8950:180::/42,EC,EC-T,Ambato,
2803:9480::/32,AR,AR-B,Bahia Blanca,
2803:8950:1c0::/42,EC,EC-T,Ambato,
45.179.167.0/24,VE,VE-V,Maracaibo,
45.162.180.0/22,PY,PY-10,Santa Rosa del Monday,
2803:c1a0::/32,VE,VE-M,la urbina,
2803:e660::/32,AR,AR-H,Resistencia,
45.228.65.0/24,UY,UY-MO,Montevideo,
45.239.96.0/22,CL,CL-RM,Santiago,
131.196.112.0/24,EC,EC-I,Atuntaqui,
190.110.123.0/24,CL,CL-RM,Santiago,
164.163.72.0/22,HN,HN-CP,SANTA ROSA,
45.175.21.0/24,CL,CL-LI,San Fernando,
45.176.166.0/23,CL,CL-LI,San Fernando,
181.191.232.0/22,EC,EC-X,Latacunga,
2803:8820::/32,EC,EC-X,Latacunga,
2803:f7a0::/32,VE,VE-A,Caracas,
45.230.36.0/24,CL,CL-RM,Santiago,
45.230.37.0/24,CL,CL-RM,Santiago,
45.181.124.0/24,VE,VE-B,Lecheria,
45.181.125.0/24,VE,VE-B,Lecheria,
45.181.126.0/24,VE,VE-B,Lecheria,
45.181.127.0/24,VE,VE-B,Lecheria,
160.238.184.0/22,PY,PY-10,SANTA RITA,
45.175.22.0/24,VE,VE-A,Caracas,
2801:18:8800::/48,VE,VE-A,Caracas,
45.178.244.0/22,AR,AR-M,San Carlos,
45.183.100.0/22,EC,EC-G,Milagro,
2803:d560::/32,EC,EC-G,Milagro,
45.226.58.0/24,AR,AR-J,San Juan,
2803:9620::/32,AR,AR-J,San Juan,
181.16.236.0/22,AR,AR-X,El Tio,
45.180.114.0/24,PY,PY-13,Pedro Juan Caballero,
2803:e160::/32,PY,PY-13,Pedro Juan Caballero,
170.247.136.0/22,CL,CL-AR,Padre Las Casas,
200.126.32.0/24,CL,CL-AR,Loncoche,
168.228.248.0/24,CL,CL-AR,Padre Las Casas,
168.228.249.0/24,CL,CL-AR,Villarrica,
168.228.250.0/24,CL,CL-AR,Gorbea,
168.228.251.0/24,CL,CL-AR,Gorbea,
200.126.33.0/24,CL,CL-AR,Loncoche,
200.126.34.0/24,CL,CL-AR,Villarrica,
200.126.36.0/22,CL,CL-AR,Padre Las Casas,
45.4.168.0/22,CL,CL-AR,Villarrica,
45.65.240.0/22,CL,CL-AR,Villarrica,
179.61.96.0/20,CL,CL-ML,Molina,
45.170.44.0/22,EC,EC-G,Daule,
2803:ba0::/32,EC,EC-G,Daule,
45.239.111.0/24,CL,CL-RM,Providencia,
2803:12a0:f000::/36,CL,CL-RM,Providencia,
45.174.48.0/22,AR,AR-B,navarro,
2803:2c60::/32,AR,AR-B,navarro,
190.103.16.0/21,AR,AR-B,Tapalque,
45.186.108.0/22,SV,SV-SS,San Salvador,
2803:fb60::/32,SV,SV-SS,San Salvador,
131.72.156.0/23,AR,AR-B,Tapalque,
131.72.158.0/24,AR,AR-B,General Alvear,
2803:7ed0::/32,DO,DO-01,Santo Domingo Norte,
2803:8950:200::/42,EC,EC-T,Ambato,
2803:8950:240::/42,EC,EC-T,Ambato,
2803:8950:340::/42,EC,EC-T,Ambato,
2803:8950:280::/42,EC,EC-T,Ambato,
45.166.16.0/22,VE,VE-M,CARACAS,
148.222.133.0/24,MX,MX-CMX,Mexico City,
148.222.130.0/25,AR,AR-C,Buenos Aires,
148.222.130.128/25,AR,AR-C,Buenos Aires,
148.222.131.0/25,AR,AR-C,Buenos Aires,
181.119.68.0/24,CO,CO-DC,Bogota,
181.119.82.0/23,CO,CO-DC,Bogota,
45.229.16.0/28,EC,EC-R,VINCES,
45.174.201.0/24,MX,MX-BCN,Mexicali,
2806:328::/32,MX,MX-BCN,Mexicali,
181.112.181.0/24,EC,EC-Y,Pastaza,
181.112.183.0/24,EC,EC-Y,Pastaza,
200.123.205.0/29,BR,BR-SP,Sao Paulo,
200.123.205.64/26,BR,BR-SP,Sao Paulo,
189.201.242.0/24,MX,MX-BCN,Mexicali,
189.201.243.0/24,MX,MX-BCN,Mexicali,
143.202.76.0/24,MX,MX-SON,Guaymas,
2806:20b::/32,MX,MX-BCN,Tijuana,
190.13.114.0/23,AR,AR-W,Mercedes,
2801:19:7801::/48,DO,DO-01,Santo Domingo,
45.186.4.0/22,EC,EC-P,Quito,
2803:6b60::/32,EC,EC-P,Quito,
45.188.232.0/22,EC,EC-H,Riobamba,
2803:3f60::/32,EC,EC-H,Riobamba,
143.202.252.0/22,NI,NI-MN,Managua,
2803:9140::/32,NI,NI-MN,Managua,
45.180.140.0/24,EC,EC-R,Ventanas,
190.211.145.0/24,BZ,BZ-BZ,Belize,
190.211.146.0/23,BZ,BZ-BZ,Belize,
190.211.148.0/24,BZ,BZ-BZ,Belize,
45.166.144.0/22,CL,CL-RM,Santiago de chile,
2803:85a0::/32,CL,CL-RM,Santiago de chile,
168.194.149.0/24,EC,EC-H,Riobamba,
45.161.8.0/22,AR,AR-S,Santo Tome,
2803:faa0::/32,AR,AR-S,Santo Tome,
2803:7da0:a::/48,CL,CL-RM,Providencia,
2803:7da0:b::/48,FR,FR-J,Paris,
2803:7da0:c::/48,GB,GB-ENG,London,
2803:7da0:d::/48,US,US-CA,Los Angeles,
45.169.103.0/24,AR,AR-B,CABA,
45.169.102.0/24,PA,PA-8,Panama City,
45.169.101.0/24,EC,EC-P,Quito,
200.83.0.0/16,CL,CL-RM,Santiago,
200.86.0.0/19,CL,CL-RM,Santiago,
200.86.32.0/20,CL,CL-RM,Santiago,
200.86.48.0/20,CL,CL-RM,Santiago,
45.173.53.248/29,AR,AR-Y,San Salvador de Jujuy,
2803:7760::/32,VE,VE-V,Maracaibo,
45.187.48.0/22,CO,CO-LAG,Barrancas,
2803:a760::/32,CO,CO-LAG,Barrancas,
190.14.18.0/24,PA,PA-8,Panama,
2801:10c::/44,CO,CO-CUN,Bogota,
190.14.16.0/20,CL,CL-RM,Santiago,
2803:8950:2c0::/42,EC,EC-T,Ambato,
45.167.195.0/24,CL,CL-RM,Talagante,
45.177.128.0/22,AR,AR-Z,R�o Gallegos,
2803:6660::/32,AR,AR-Z,R�o Gallegos,
45.186.140.0/24,EC,EC-O,Huaquillas,
2803:4b80::/32,AR,AR-X,Jesus Maria,
45.236.100.0/22,AR,AR-U,Trelew,
2803:b0a0::/32,AR,AR-U,Trelew,
45.190.192.0/22,DO,DO-18,Puerto Plata,
2803:88e0::/32,DO,DO-18,Puerto Plata,
45.179.140.0/22,EC,EC-O,PI�AS,
2803:4e60::/32,EC,EC-O,PI�AS,
179.0.29.0/24,CO,CO-ATL,Barranquilla,
2801:0:480::/48,CO,CO-ATL,Barranquilla,
190.103.179.0/24,MX,MX-CMX,Fuentes del Valle,
45.187.92.0/24,VE,VE-V,Maracaibo,
2803:8950:300::/42,EC,EC-T,Ambato,
2803:f60::/32,VE,VE-A,Caracas,
45.186.144.0/22,VE,VE-A,Caracas,
170.244.52.144/28,VE,VE-U,San Felipe,
170.244.52.8/29,VE,VE-U,San Felipe,
45.167.192.0/24,CL,CL-RM,Talagante,
191.97.105.0/24,DO,DO-01,Santo Domingo,
148.222.132.0/24,MX,MX-CMX,Mexico City,
45.171.180.0/22,CO,CO-BOY,sogamoso,
2803:17a0::/32,CO,CO-BOY,sogamoso,
181.119.84.0/22,CO,CO-DC,Bogota,
181.119.100.0/23,HN,HN-CR,san pedrosula,
45.229.16.16/28,EC,EC-R,VINCES,
45.174.202.0/24,MX,MX-BCN,Mexicali,
45.174.203.0/24,MX,MX-BCN,Tijuana,
143.202.77.0/24,MX,MX-BCN,Tijuana,
143.202.78.0/24,MX,MX-BCN,Mexicali,
190.107.212.0/22,AR,AR-B,Zarate,
190.107.216.0/21,AR,AR-B,Zarate,
45.187.93.0/24,VE,VE-V,Maracaibo,
2801:19:7802::/48,DO,DO-01,Santo Domingo,
2803:8950:380::/42,EC,EC-T,Ambato,
2803:39d0::/32,VE,VE-S,La Grita,
2803:ddd0::/32,CO,CO-NAR,Ipiales,
45.229.84.0/23,AR,AR-B,capital federal,
45.229.86.0/24,AR,AR-B,capital federal,
2803:dd20::/32,AR,AR-B,capital federal,
45.170.100.0/24,CL,CL-MA,Punta Arenas,
45.238.179.0/24,CL,CL-MA,Punta Arenas,
148.222.131.128/25,AR,AR-C,Buenos Aires,
45.229.16.64/29,EC,EC-R,Montalvo,
45.229.16.72/29,EC,EC-R,Montalvo,
2803:15d0::/32,EC,EC-H,Guamote,
200.123.205.8/29,MX,MX-MEX,Mexico City,
190.45.0.0/16,CL,CL-RM,Santiago,
190.46.0.0/15,CL,CL-RM,Santiago,
190.160.0.0/15,CL,CL-RM,Santiago,
190.164.0.0/17,CL,CL-RM,Santiago,
2800:150::/32,CL,CL-RM,Santiago,
190.164.128.0/17,CL,CL-RM,Santiago,
190.100.0.0/16,CL,CL-RM,Santiago,
190.162.0.0/15,CL,CL-RM,Santiago,
190.101.0.0/17,CL,CL-RM,Santiago,
190.101.128.0/17,CL,CL-RM,Santiago,
186.156.0.0/17,CL,CL-RM,Santiago,
186.156.128.0/17,CL,CL-RM,Santiago,
138.121.176.0/22,CL,CL-RM,Santiago,
190.8.165.176/30,VE,VE-G,Bejuma,
190.120.252.156/31,VE,VE-K,Barquisimeto,
190.89.29.65/32,VE,VE-R,Carupano,
190.89.29.72/30,VE,VE-G,Miranda,
190.120.250.92/30,VE,VE-H,Tinaquillo,
2803:d1d0::/32,AR,AR-B,25 de Mayo,
190.120.253.140/30,VE,VE-H,San Carlos,
190.120.252.144/30,VE,VE-E,BARINAS,
190.120.248.252/30,VE,VE-X,La Guaira,
190.120.250.216/30,VE,VE-J,Ortiz,
190.103.31.124/30,VE,VE-J,Camaguan,
190.103.28.144/30,VE,VE-J,Valle la Pascua,
2803:2430::/32,AR,AR-W,PASO DE LOS LIBRES,
45.171.109.0/24,EC,EC-T,Ambato,
148.227.163.0/24,EC,EC-R,Ricaurte,
190.8.166.0/24,VE,VE-O,Margarita,
45.191.80.0/22,AR,AR-H,Resistencia,
2803:c9d0::/32,PE,PE-CUS,Santo Tomas,
2803:9630::/32,VE,VE-G,Puerto Cabello,
2806:400:2000::/36,MX,MX-HID,Pachuca,
2806:400:3000::/36,MX,MX-HID,Poxindeje de Morelos,
2806:400:8000::/36,MX,MX-VER,Zaragoza,
2806:400:9000::/36,MX,MX-VER,Zaragoza,
2001:126f::/32,MX,MX-CHH,Rosales,
201.182.55.0/24,CR,CR-P,Jaco,
201.182.226.0/23,CR,CR-P,Jaco,
2803:de30::/32,PE,PE-PUN,Chupa,
201.131.20.0/22,MX,MX-QUE,Queretaro,
2806:2e0::/32,MX,MX-QUE,Queretaro,
200.33.20.0/24,MX,MX-GRO,Acapulco,
200.34.30.0/23,GB,GB-ENG,London,
2803:8950:3c0::/42,EC,EC-T,Ambato,
2803:8950:400::/42,EC,EC-T,Ambato,
2803:42a0::/40,CL,CL-RM,Santiago,
179.60.168.0/24,BR,BR-CE,Fortaleza,
179.60.169.0/24,BR,BR-CE,Fortaleza,
179.60.170.0/24,BR,BR-CE,Fortaleza,
179.60.171.0/24,BR,BR-CE,Fortaleza,
181.119.92.0/23,PE,PE-LIM,,
181.119.94.0/23,PY,PY-ASU,,
45.229.16.48/29,EC,EC-R,Babahoyo,
45.229.17.184/29,EC,EC-R,Pueblo Viejo,
45.229.17.176/29,EC,EC-R,Pueblo Viejo,
158.97.0.0/16,MX,MX-BCN,Ensenada,
192.84.12.0/24,MX,MX-BCN,Ensenada,
2801:c4:f0::/44,MX,MX-BCN,Ensenada,
190.120.255.192/29,VE,VE-M,Caucagua,
190.120.96.0/20,AR,AR-X,Villa del Rosario,
190.120.112.0/20,AR,AR-X,Villa del Rosario,
2803:db90::/32,AR,AR-X,Villa del Rosario,
2803:4e90::/32,DO,DO-01,SANTO DOMINGO ESTE,
181.189.16.0/22,CO,CO-ANT,Medellin,
2803:2310::/32,CO,CO-ANT,Medellin,
201.131.124.0/22,MX,MX-JAL,Guadalajara,
2806:213::/32,MX,MX-JAL,Guadalajara,
143.255.56.0/22,MX,MX-JAL,Guadalajara,
202.181.151.0/24,MX,MX-JAL,Guadalajara,
143.208.45.0/24,AR,AR-R,CIPOLLETTI,
138.59.140.0/22,AR,AR-B,Lanus,
2803:df80::/32,AR,AR-B,Lanus,
186.121.144.0/23,CO,CO-CUN,Bogota,
45.174.72.0/22,MX,MX-AGU,Aguascalientes,
2806:32f::/32,MX,MX-AGU,Aguascalientes,
2803:3290::/32,DO,DO-04,,
2803:8b00::/32,CO,CO-VAC,BUENAVENTURA,
2803:24d0::/32,CO,CO-CAU,Florencia,
45.68.88.0/24,VE,VE-A,Caracas,
45.68.89.0/24,VE,VE-V,Maracaibo,
45.68.102.0/24,VE,VE-V,Maracaibo,
2801:18d:c::/46,VE,VE-V,Maracaibo,
2803:1630::/32,CO,CO-SAN,Puerto Wilches,
2803:6410::/40,VE,VE-I,Punto Fijo,
2803:6410:200::/40,VE,VE-I,Punto Fijo,
2803:6410:300::/40,VE,VE-I,Punto Fijo,
2803:6410:500::/40,VE,VE-I,Punto Fijo,
2803:6410:600::/40,VE,VE-I,Punto Fijo,
2803:6410:700::/40,VE,VE-I,Punto Fijo,
2803:6410::/37,VE,VE-I,Punto Fijo,
2803:6410:800::/40,VE,VE-I,Coro,
2803:6410:900::/40,VE,VE-I,Coro,
2803:6410:a00::/40,VE,VE-I,Coro,
2803:6410:1300::/40,VE,VE-I,Coro,
2803:6410:1400::/40,VE,VE-I,Coro,
2803:6410:1500::/40,VE,VE-I,Coro,
2803:6410:b00::/40,VE,VE-I,Coro,
2803:6410:c00::/40,VE,VE-G,Puerto Cabello,
2803:f080:2340::/43,PE,PE-HUC,Leoncio Prado,
2803:2cd0::/32,CL,CL-RM,santiago,
200.105.101.40/30,PA,PA-4,David,
2803:6dd0::/32,DO,DO-06,Castillo,
198.49.128.0/22,CO,CO-DC,Bogota,
2803:35d0::/32,VE,VE-F,guasipati,
168.0.213.0/24,DE,DE-BE,Munich,
190.242.0.0/26,US,US-FL,Miami,
190.242.143.68/30,US,US-FL,Miami,
45.185.129.160/27,CR,CR-SJ,San Jose,
45.174.93.0/24,MX,MX-VER,TINAJA,
2806:329:4000::/34,MX,MX-VER,TINAJA,
45.174.92.0/24,MX,MX-OAX,tuxtepec,
2806:329::/34,MX,MX-OAX,tuxtepec,
45.174.95.0/24,MX,MX-OAX,tuxtepec,
2803:42a0:100::/40,CL,CL-MA,Punta Arenas,
181.119.96.0/23,EC,EC-P,Quito,
181.119.98.0/23,SV,SV-SS,,
45.229.16.56/29,EC,EC-R,Babahoyo,
45.229.16.168/29,EC,EC-G,Jujan,
45.65.137.192/29,CO,CO-NSA,Campo Dos,
143.208.45.128/28,AR,AR-R,FERNANDEZ ORO,
45.68.90.0/23,VE,VE-A,Caracas,
2803:6410:d00::/40,VE,VE-G,Puerto Cabello,
2803:6410:e00::/40,VE,VE-G,Puerto Cabello,
2803:4c30::/32,VE,VE-A,Caracas,
190.120.248.164/30,VE,VE-C,San Fernando de Apure,
45.187.94.0/24,VE,VE-V,MARACAIBO,
45.187.95.0/24,VE,VE-V,MARACAIBO,
2806:400:8000::/35,MX,MX-VER,Zaragoza,
190.103.28.48/30,VE,VE-B,San Mateo,
179.51.224.0/20,AR,AR-B,Mar de Aj�,
190.15.80.0/20,AR,AR-B,Mar de Aj�,
2803:e480::/32,AR,AR-B,Mar de Aj�,
2803:8a30:10::/48,PA,PA-5,meteti,
2803:8a30:16::/48,PA,PA-5,Rio Iglesias,
200.229.0.0/23,PA,PA-9,Santiago,
200.229.12.0/24,PA,PA-9,Santiago,
181.119.192.0/22,BR,BR-SP,Sao Paulo,
69.164.91.0/24,UY,UY-MO,Montevideo,
45.186.20.0/24,AR,AR-X,Achiras,
45.190.168.0/23,VE,VE-I,Coro,
179.63.252.0/22,HN,HN-CR,San Pedro Sula,
131.161.52.0/22,HN,HN-CR,San Pedro Sula,
138.59.176.0/22,HN,HN-CR,San Pedro Sula,
2803:a700::/32,HN,HN-CR,San Pedro Sula,
45.189.235.0/24,CO,CO-MAG,Plato,
201.131.88.0/23,CO,CO-MAG,Plato,
2803:84e0::/32,CO,CO-MAG,Plato,
200.90.153.0/24,UY,UY-MO,Montevideo,
2803:ace0::/32,DO,DO-25,Santiago,
190.93.188.0/22,DO,DO-25,Santiago,
170.247.204.0/22,CL,CL-VS,La Ligua,
2803:36c0::/32,CL,CL-VS,La Ligua,
2803:dd90::/32,UY,UY-MO,Montevideo,
45.180.22.0/23,CO,CO-ARA,Saravena,
45.180.44.0/24,CO,CO-ARA,Saravena,
2803:6960::/32,CO,CO-ARA,Saravena,
45.186.148.0/22,CL,CL-RM,santiago,
2803:3760::/32,CL,CL-RM,santiago,
201.71.1.254/32,CL,CL-AP,Arica,
191.98.192.0/24,GT,GT-GU,Guatemala,
2803:3280::/32,GT,GT-GU,Guatemala,
191.98.193.0/24,GT,GT-GU,Guatemala,
191.98.194.0/24,GT,GT-GU,Guatemala,
191.98.195.0/24,GT,GT-GU,Guatemala,
190.120.176.0/20,AR,AR-B,Quilmes,
200.115.120.0/22,GT,GT-GU,Guatemala,
2803:e2e0::/32,GT,GT-GU,Guatemala,
170.244.88.0/22,VE,VE-M,Caracas,
191.97.16.0/22,VE,VE-M,Caracas,
2803:8280::/32,VE,VE-M,Caracas,
45.4.253.252/30,AR,AR-N,El Soberbio,
45.4.252.0/24,AR,AR-N,San Antonio,
45.4.253.250/31,AR,AR-N,San Vicente,
45.4.253.240/30,AR,AR-N,El Soberbio,
45.4.253.154/31,AR,AR-N,Puerto Piray,
45.4.253.158/31,AR,AR-N,Puerto Piray,
45.4.253.156/31,AR,AR-N,Wanda,
45.4.253.160/27,AR,AR-N,El Dorado,
2803:2ce0::/32,CO,CO-HUI,LA PLATA,
45.191.176.0/22,AR,AR-X,GUATIMOZIN,
2803:2e0::/32,AR,AR-X,GUATIMOZIN,
45.235.12.0/24,EC,EC-G,Daule,
45.189.115.0/24,EC,EC-G,Daule,
45.235.12.0/22,EC,EC-G,Daule,
45.189.112.0/22,EC,EC-G,Daule,
45.170.124.0/22,CO,CO-CAS,Mani,
45.178.164.0/22,VE,VE-M,Caracas,
2803:fa60::/32,VE,VE-M,Caracas,
179.60.208.0/22,AR,AR-B,F�tima,
